iter	Passed	Remaining
1686	6113	30123
1687	6123	30152
1688	6126	30144
1689	6129	30140
1690	6139	30165
1691	6145	30175
1692	6153	30190
1693	6157	30190
1694	6169	30229
1695	6172	30223
1696	6175	30216
1697	6179	30215
1698	6186	30228
1699	6190	30222
1700	6193	30216
1701	6206	30257
1702	6213	30273
1703	6223	30298
1704	6240	30361
1705	6244	30356
1706	6247	30351
1707	6252	30354
1708	6255	30345
1709	6258	30340
1710	6262	30339
1711	6267	30341
1712	6272	30344
1713	6275	30339
1714	6280	30341
1715	6287	30352
1716	6291	30351
1717	6304	30393
1718	6307	30385
1719	6310	30376
1720	6315	30381
1721	6320	30383
1722	6324	30380
1723	6331	30395
1724	6334	30387
1725	6339	30388
1726	6342	30383
1727	6350	30398
1728	6353	30392
1729	6357	30390
1730	6364	30404
1731	6369	30406
1732	6373	30401
1733	6381	30420
1734	6383	30409
1735	6386	30400
1736	6389	30396
1737	6392	30388
1738	6398	30394
1739	6400	30384
1740	6404	30383
1741	6407	30374
1742	6413	30382
1743	6418	30384
1744	6420	30374
1745	6424	30369
1746	6430	30378
1747	6435	30380
1748	6444	30404
1749	6448	30400
1750	6451	30391
1751	6453	30382
1752	6457	30381
1753	6463	30388
1754	6466	30378
1755	6468	30369
1756	6471	30361
1757	6476	30363
1758	6479	30359
1759	6482	30347
1760	6484	30338
1761	6486	30328
1762	6491	30327
1763	6494	30321
1764	6497	30315
1765	6499	30304
1766	6502	30295
1767	6507	30301
1768	6511	30298
1769	6514	30288
1770	6516	30277
1771	6521	30280
1772	6527	30286
1773	6529	30277
1774	6536	30287
1775	6544	30305
1776	6549	30306
1777	6560	30336
1778	6573	30377
1779	6590	30435
1780	6594	30434
1781	6611	30489
1782	6613	30480
1783	6617	30474
1784	6622	30478
1785	6626	30475
1786	6629	30467
1787	6632	30459
1788	6638	30467
1789	6640	30459
1790	6645	30458
1791	6649	30455
1792	6656	30468
1793	6659	30459
1794	6662	30454
1795	6664	30444
1796	6670	30447
1797	6672	30436
1798	6674	30426
1799	6676	30415
1800	6678	30404
1801	6681	30396
1802	6686	30398
1803	6688	30388
1804	6691	30379
1805	6693	30369
1806	6696	30360
1807	6702	30366
1808	6704	30357
1809	6706	30348
1810	6710	30341
1811	6712	30332
1812	6718	30337
1813	6720	30327
1814	6723	30318
1815	6726	30313
1816	6729	30306
1817	6733	30305
1818	6736	30297
1819	6740	30294
1820	6743	30289
1821	6752	30308
1822	6757	30308
1823	6760	30301
1824	6765	30306
1825	6768	30299
1826	6771	30293
1827	6776	30292
1828	6786	30316
1829	6790	30315
1830	6799	30337
1831	6803	30334
1832	6808	30335
1833	6813	30339
1834	6816	30332
1835	6819	30324
1836	6822	30315
1837	6824	30305
1838	6827	30297
1839	6831	30295
1840	6834	30287
1841	6836	30279
1842	6839	30271
1843	6847	30285
1844	6849	30276
1845	6852	30267
1846	6855	30259
1847	6858	30252
1848	6862	30253
1849	6864	30241
1850	6867	30232
1851	6868	30220
1852	6870	30209
1853	6873	30200
1854	6878	30202
1855	6881	30196
1856	6884	30186
1857	6886	30177
1858	6888	30168
1859	6895	30177
1860	6897	30166
1861	6899	30154
1862	6901	30142
1863	6903	30131
1864	6906	30123
1865	6910	30123
1866	6913	30114
1867	6915	30107
1868	6918	30097
1869	6920	30085
1870	6924	30087
1871	6927	30080
1872	6930	30073
1873	6933	30065
1874	6937	30062
1875	6944	30071
1876	6946	30062
1877	6949	30055
1878	6952	30049
1879	6956	30047
1880	6960	30044
1881	6963	30035
1882	6965	30027
1883	6968	30017
1884	6970	30006
1885	6975	30012
1886	6979	30006
1887	6981	29995
1888	6983	29985
1889	6985	29976
1890	6990	29976
1891	6992	29967
1892	6995	29958
1893	6997	29949
1894	6999	29939
1895	7002	29930
1896	7007	29930
1897	7009	29923
1898	7012	29914
1899	7014	29905
1900	7021	29914
1901	7024	29906
1902	7027	29902
1903	7032	29901
1904	7037	29905
1905	7040	29897
1906	7045	29898
1907	7047	29889
1908	7052	29890
1909	7056	29888
1910	7058	29879
1911	7061	29869
1912	7063	29861
1913	7067	29857
1914	7071	29854
1915	7073	29844
1916	7076	29835
1917	7078	29825
1918	7079	29813
1919	7082	29803
1920	7086	29803
1921	7090	29800
1922	7092	29790
1923	7095	29781
1924	7097	29772
1925	7103	29779
1926	7106	29770
1927	7108	29760
1928	7110	29750
1929	7112	29741
1930	7119	29748
1931	7121	29740
1932	7124	29732
1933	7131	29742
1934	7138	29753
1935	7141	29746
1936	7143	29736
1937	7150	29746
1938	7152	29735
1939	7154	29724
1940	7156	29713
1941	7159	29706
1942	7161	29697
1943	7167	29703
1944	7171	29698
1945	7174	29692
1946	7176	29683
1947	7185	29699
1948	7188	29694
1949	7191	29687
1950	7193	29678
1951	7199	29681
1952	7200	29670
1953	7202	29659
1954	7204	29648
1955	7207	29640
1956	7210	29632
1957	7214	29631
1958	7216	29622
1959	7219	29613
1960	7221	29604
1961	7225	29600
1962	7230	29602
1963	7233	29596
1964	7236	29588
1965	7237	29577
1966	7240	29569
1967	7247	29581
1968	7250	29573
1969	7253	29564
1970	7255	29556
1971	7258	29548
1972	7263	29549
1973	7265	29540
1974	7268	29532
1975	7270	29524
1976	7273	29516
1977	7279	29524
1978	7282	29514
1979	7284	29503
1980	7286	29494
1981	7288	29485
1982	7291	29480
1983	7296	29480
1984	7298	29470
1985	7300	29461
1986	7303	29452
1987	7305	29444
1988	7312	29453
1989	7317	29451
1990	7321	29451
1991	7326	29451
1992	7329	29448
1993	7333	29442
1994	7335	29432
1995	7337	29422
1996	7339	29413
1997	7343	29411
1998	7348	29411
1999	7350	29400
2000	7352	29389
2001	7356	29390
2002	7359	29384
2003	7362	29377
2004	7365	29369
2005	7368	29362
2006	7375	29372
2007	7377	29364
2008	7380	29357
2009	7383	29348
2010	7389	29354
2011	7392	29350
2012	7395	29344
2013	7398	29336
2014	7400	29327
2015	7404	29323
2016	7409	29326
2017	7414	29325
2018	7419	29327
2019	7424	29329
2020	7427	29324
2021	7430	29318
2022	7433	29310
2023	7435	29302
2024	7438	29294
2025	7444	29298
2026	7446	29289
2027	7448	29280
2028	7451	29272
2029	7453	29265
2030	7457	29261
2031	7460	29254
2032	7462	29245
2033	7465	29238
2034	7470	29241
2035	7472	29231
2036	7475	29222
2037	7477	29212
2038	7479	29202
2039	7482	29197
2040	7486	29192
2041	7488	29185
2042	7491	29176
2043	7493	29168
2044	7495	29158
2045	7498	29149
2046	7503	29150
2047	7507	29149
2048	7511	29148
2049	7523	29177
2050	7527	29173
2051	7533	29180
2052	7535	29170
2053	7538	29162
2054	7541	29155
2055	7543	29146
2056	7546	29139
2057	7551	29140
2058	7553	29133
2059	7556	29125
2060	7558	29114
2061	7560	29105
2062	7565	29105
2063	7568	29099
2064	7570	29090
2065	7572	29081
2066	7575	29073
2067	7577	29065
2068	7583	29068
2069	7586	29062
2070	7589	29056
2071	7592	29049
2072	7599	29058
2073	7601	29049
2074	7603	29041
2075	7606	29031
2076	7608	29025
2077	7613	29025
2078	7616	29018
2079	7619	29011
2080	7623	29009
2081	7627	29006
2082	7631	29004
2083	7634	29000
2084	7637	28994
2085	7639	28983
2086	7647	28994
2087	7649	28986
2088	7651	28975
2089	7653	28966
2090	7656	28959
2091	7662	28965
2092	7664	28954
2093	7666	28945
2094	7669	28940
2095	7672	28932
2096	7676	28931
2097	7680	28926
2098	7682	28916
2099	7684	28908
2100	7686	28899
2101	7692	28903
2102	7695	28897
2103	7698	28890
2104	7701	28883
2105	7703	28875
2106	7709	28878
2107	7712	28873
2108	7714	28866
2109	7718	28863
2110	7722	28858
2111	7726	28858
2112	7729	28852
2113	7733	28848
2114	7735	28840
2115	7742	28848
2116	7744	28839
2117	7747	28832
2118	7750	28825
2119	7756	28831
2120	7759	28825
2121	7761	28815
2122	7763	28805
2123	7765	28796
2124	7768	28787
2125	7772	28786
2126	7775	28781
2127	7778	28773
2128	7780	28763
2129	7782	28754
2130	7785	28749
2131	7791	28754
2132	7794	28748
2133	7797	28740
2134	7799	28732
2135	7804	28734
2136	7808	28732
2137	7812	28730
2138	7816	28726
2139	7821	28727
2140	7824	28722
2141	7827	28715
2142	7829	28705
2143	7831	28694
2144	7834	28690
2145	7837	28685
2146	7840	28678
2147	7843	28672
2148	7846	28666
2149	7854	28677
2150	7856	28669
2151	7859	28661
2152	7862	28656
2153	7873	28678
2154	7875	28669
2155	7878	28662
2156	7888	28682
2157	7893	28684
2158	7897	28681
2159	7900	28677
2160	7904	28673
2161	7906	28665
2162	7910	28663
2163	7918	28672
2164	7921	28669
2165	7924	28661
2166	7927	28653
2167	7932	28656
2168	7936	28653
2169	7940	28650
2170	7944	28650
2171	7950	28653
2172	7953	28646
2173	7955	28638
2174	7961	28641
2175	7966	28643
2176	7968	28636
2177	7972	28631
2178	7974	28624
2179	7981	28630
2180	7984	28624
2181	7988	28622
2182	7991	28615
2183	7996	28618
2184	8000	28615
2185	8005	28614
2186	8014	28630
2187	8018	28628
2188	8022	28626
2189	8028	28631
2190	8031	28625
2191	8033	28615
2192	8036	28608
2193	8038	28600
2194	8043	28602
2195	8046	28596
2196	8049	28590
2197	8054	28591
2198	8059	28590
2199	8062	28586
2200	8066	28582
2201	8070	28578
2202	8080	28599
2203	8083	28591
2204	8088	28594
2205	8092	28591
2206	8095	28584
2207	8108	28614
2208	8112	28610
2209	8139	28690
2210	8151	28717
2211	8155	28712
2212	8159	28712
2213	8163	28710
2214	8167	28705
2215	8173	28712
2216	8188	28746
2217	8193	28746
2218	8198	28747
2219	8204	28751
2220	8208	28749
2221	8212	28746
2222	8215	28741
2223	8218	28736
2224	8222	28733
2225	8229	28740
2226	8233	28737
2227	8241	28749
2228	8256	28785
2229	8260	28782
2230	8269	28796
2231	8273	28794
2232	8290	28837
2233	8302	28860
2234	8309	28868
2235	8313	28866
2236	8318	28865
2237	8322	28865
2238	8328	28867
2239	8332	28867
2240	8336	28864
2241	8341	28863
2242	8345	28861
2243	8351	28866
2244	8357	28870
2245	8362	28871
2246	8367	28872
2247	8371	28868
2248	8376	28868
2249	8383	28875
2250	8388	28877
2251	8391	28871
2252	8396	28870
2253	8400	28868
2254	8404	28866
2255	8410	28869
2256	8415	28869
2257	8420	28869
2258	8425	28872
2259	8430	28872
2260	8434	28869
2261	8438	28866
2262	8443	28866
2263	8446	28861
2264	8449	28856
2265	8454	28856
2266	8461	28863
2267	8464	28856
2268	8466	28848
2269	8469	28842
2270	8474	28841
2271	8477	28834
2272	8479	28826
2273	8482	28818
2274	8485	28812
2275	8489	28810
2276	8492	28804
2277	8495	28797
2278	8497	28789
2279	8501	28787
2280	8507	28790
2281	8510	28782
2282	8512	28775
2283	8516	28771
2284	8524	28782
2285	8527	28775
2286	8530	28770
2287	8535	28769
2288	8539	28768
2289	8543	28765
2290	8547	28760
2291	8562	28794
2292	8572	28813
2293	8578	28817
2294	8583	28815
2295	8587	28814
2296	8591	28813
2297	8595	28810
2298	8601	28813
2299	8608	28818
2300	8612	28816
2301	8619	28823
2302	8624	28825
2303	8628	28822
2304	8632	28818
2305	8638	28821
2306	8642	28820
2307	8646	28817
2308	8651	28818
2309	8656	28816
2310	8660	28813
2311	8662	28806
2312	8667	28805
2313	8671	28803
2314	8674	28796
2315	8676	28787
2316	8680	28785
2317	8685	28783
2318	8688	28777
2319	8690	28770
2320	8694	28766
2321	8697	28759
2322	8700	28752
2323	8702	28744
2324	8707	28745
2325	8714	28751
2326	8716	28743
2327	8719	28735
2328	8722	28727
2329	8724	28719
2330	8730	28724
2331	8734	28720
2332	8737	28715
2333	8741	28711
2334	8748	28719
2335	8752	28714
2336	8754	28706
2337	8758	28702
2338	8761	28696
2339	8765	28694
2340	8768	28687
2341	8771	28682
2342	8776	28681
2343	8780	28677
2344	8782	28669
2345	8784	28660
2346	8787	28652
2347	8792	28653
2348	8795	28647
2349	8797	28639
2350	8800	28631
2351	8802	28624
2352	8809	28629
2353	8811	28620
2354	8814	28612
2355	8816	28603
2356	8818	28594
2357	8821	28588
2358	8825	28585
2359	8827	28578
2360	8830	28571
2361	8832	28563
2362	8835	28554
2363	8841	28558
2364	8844	28551
2365	8846	28543
2366	8848	28534
2367	8851	28527
2368	8855	28526
2369	8858	28519
2370	8862	28514
2371	8866	28513
2372	8871	28514
2373	8875	28509
2374	8877	28502
2375	8880	28496
2376	8884	28491
2377	8890	28494
2378	8892	28486
2379	8895	28479
2380	8897	28471
2381	8900	28464
2382	8905	28464
2383	8907	28456
2384	8910	28449
2385	8912	28441
2386	8915	28434
2387	8919	28433
2388	8922	28427
2389	8925	28419
2390	8928	28412
2391	8930	28404
2392	8934	28400
2393	8937	28396
2394	8941	28391
2395	8943	28384
2396	8946	28376
2397	8948	28369
2398	8953	28369
2399	8956	28363
2400	8959	28356
2401	8965	28359
2402	8970	28361
2403	8974	28357
2404	8977	28349
2405	8979	28342
2406	8987	28353
2407	8992	28350
2408	8995	28345
2409	9001	28348
2410	9003	28340
2411	9005	28330
2412	9007	28322
2413	9010	28315
2414	9016	28319
2415	9020	28315
2416	9023	28309
2417	9026	28305
2418	9036	28318
2419	9039	28315
2420	9042	28307
2421	9044	28298
2422	9049	28298
2423	9052	28291
2424	9054	28285
2425	9058	28281
2426	9062	28278
2427	9065	28272
2428	9069	28268
2429	9072	28263
2430	9076	28258
2431	9084	28268
2432	9086	28261
2433	9089	28253
2434	9097	28264
2435	9100	28258
2436	9103	28250
2437	9105	28243
2438	9109	28240
2439	9113	28237
2440	9116	28230
2441	9119	28223
2442	9121	28216
2443	9123	28207
2444	9128	28207
2445	9131	28201
2446	9134	28195
2447	9137	28187
2448	9139	28180
2449	9145	28182
2450	9147	28174
2451	9150	28169
2452	9154	28164
2453	9158	28160
2454	9161	28157
2455	9166	28155
2456	9169	28151
2457	9179	28165
2458	9182	28160
2459	9185	28152
2460	9192	28159
2461	9195	28153
2462	9197	28146
2463	9207	28159
2464	9224	28198
2465	9228	28194
2466	9232	28191
2467	9244	28213
2468	9248	28210
2469	9252	28206
2470	9266	28235
2471	9271	28234
2472	9275	28232
2473	9278	28225
2474	9282	28221
2475	9291	28236
2476	9294	28228
2477	9296	28220
2478	9299	28213
2479	9308	28226
2480	9313	28224
2481	9316	28219
2482	9322	28221
2483	9326	28219
2484	9330	28217
2485	9335	28217
2486	9338	28211
2487	9342	28208
2488	9346	28203
2489	9349	28197
2490	9358	28210
2491	9362	28208
2492	9372	28224
2493	9376	28220
2494	9379	28212
2495	9382	28207
2496	9389	28213
2497	9392	28206
2498	9394	28199
2499	9397	28193
2500	9404	28197
2501	9407	28193
2502	9411	28189
2503	9421	28204
2504	9424	28198
2505	9427	28193
2506	9435	28202
2507	9440	28199
2508	9444	28197
2509	9448	28196
2510	9453	28193
2511	9457	28190
2512	9460	28186
2513	9468	28193
2514	9471	28189
2515	9475	28184
2516	9478	28178
2517	9483	28179
2518	9486	28172
2519	9488	28165
2520	9491	28158
2521	9495	28154
2522	9499	28153
2523	9502	28146
2524	9505	28139
2525	9507	28132
2526	9512	28131
2527	9516	28127
2528	9518	28119
2529	9521	28112
2530	9524	28105
2531	9532	28114
2532	9535	28108
2533	9537	28101
2534	9545	28108
2535	9552	28115
2536	9557	28114
2537	9564	28120
2538	9568	28117
2539	9573	28116
2540	9580	28123
2541	9585	28124
2542	9588	28117
2543	9595	28123
2544	9598	28117
2545	9601	28110
2546	9606	28111
2547	9611	28110
2548	9615	28108
2549	9621	28108
2550	9629	28118
2551	9631	28110
2552	9634	28104
2553	9642	28110
2554	9646	28108
2555	9650	28106
2556	9664	28130
2557	9668	28127
2558	9677	28139
2559	9681	28136
2560	9684	28130
2561	9692	28139
2562	9698	28141
2563	9703	28140
2564	9707	28139
2565	9712	28138
2566	9715	28132
2567	9719	28129
2568	9723	28126
2569	9726	28119
2570	9729	28113
2571	9732	28108
2572	9739	28113
2573	9742	28108
2574	9747	28106
2575	9757	28119
2576	9759	28112
2577	9762	28105
2578	9765	28098
2579	9770	28100
2580	9774	28097
2581	9777	28089
2582	9779	28082
2583	9785	28084
2584	9789	28080
2585	9791	28072
2586	9794	28065
2587	9799	28064
2588	9803	28061
2589	9806	28055
2590	9809	28050
2591	9812	28043
2592	9817	28045
2593	9821	28041
2594	9826	28040
2595	9835	28050
2596	9839	28048
2597	9844	28046
2598	9853	28060
2599	9857	28055
2600	9859	28048
2601	9864	28047
2602	9868	28042
2603	9871	28038
2604	9874	28030
2605	9879	28030
2606	9882	28024
2607	9885	28019
2608	9888	28011
2609	9890	28004
2610	9895	28004
2611	9899	28000
2612	9902	27993
2613	9906	27990
2614	9913	27996
2615	9918	27995
2616	9922	27993
2617	9932	28005
2618	9936	28002
2619	9944	28012
2620	9948	28009
2621	9953	28008
2622	9961	28014
2623	9965	28012
2624	9971	28014
2625	9979	28023
2626	9983	28019
2627	9987	28016
2628	9997	28029
2629	10000	28025
2630	10003	28017
2631	10009	28021
2632	10012	28015
2633	10016	28010
2634	10019	28004
2635	10023	28001
2636	10027	27999
2637	10031	27996
2638	10035	27992
2639	10040	27990
2640	10051	28007
2641	10063	28025
2642	10070	28031
2643	10077	28036
2644	10080	28029
2645	10082	28022
2646	10085	28015
2647	10089	28014
2648	10094	28012
2649	10097	28005
2650	10100	27999
2651	10102	27992
2652	10107	27991
2653	10110	27984
2654	10112	27977
2655	10115	27970
2656	10122	27975
2657	10126	27971
2658	10132	27974
2659	10137	27973
2660	10142	27972
2661	10144	27965
2662	10147	27957
2663	10150	27951
2664	10155	27951
2665	10157	27941
2666	10159	27934
2667	10162	27927
2668	10164	27919
2669	10170	27920
2670	10172	27912
2671	10175	27905
2672	10177	27898
2673	10180	27891
2674	10191	27908
2675	10194	27902
2676	10197	27896
2677	10204	27900
2678	10207	27894
2679	10210	27887
2680	10212	27880
2681	10216	27875
2682	10220	27872
2683	10223	27867
2684	10226	27859
2685	10228	27852
2686	10232	27849
2687	10235	27842
2688	10238	27835
2689	10240	27829
2690	10243	27822
2691	10248	27822
2692	10253	27820
2693	10255	27811
2694	10257	27803
2695	10259	27796
2696	10267	27802
2697	10270	27796
2698	10273	27789
2699	10275	27782
2700	10284	27791
2701	10286	27784
2702	10289	27778
2703	10292	27771
2704	10297	27771
2705	10300	27765
2706	10304	27761
2707	10307	27755
2708	10309	27747
2709	10313	27742
2710	10316	27737
2711	10320	27733
2712	10324	27729
2713	10330	27732
2714	10333	27727
2715	10336	27720
2716	10338	27712
2717	10341	27705
2718	10345	27704
2719	10348	27698
2720	10351	27690
2721	10353	27683
2722	10356	27677
2723	10361	27676
2724	10364	27669
2725	10366	27662
2726	10369	27655
2727	10371	27647
2728	10375	27643
2729	10379	27640
2730	10381	27632
2731	10384	27626
2732	10387	27619
2733	10391	27617
2734	10396	27616
2735	10399	27610
2736	10402	27603
2737	10405	27597
2738	10412	27602
2739	10414	27595
2740	10417	27588
2741	10419	27580
2742	10424	27579
2743	10427	27574
2744	10430	27567
2745	10433	27561
2746	10437	27559
2747	10443	27561
2748	10446	27554
2749	10448	27546
2750	10450	27536
2751	10451	27527
2752	10453	27518
2753	10456	27511
2754	10459	27505
2755	10461	27497
2756	10463	27488
2757	10464	27479
2758	10466	27469
2759	10468	27460
2760	10470	27451
2761	10473	27446
2762	10476	27439
2763	10477	27430
2764	10479	27421
2765	10481	27412
2766	10483	27403
2767	10485	27394
2768	10489	27393
2769	10492	27385
2770	10494	27376
2771	10495	27367
2772	10497	27357
2773	10498	27348
2774	10500	27339
2775	10504	27337
2776	10507	27329
2777	10509	27320
2778	10510	27311
2779	10512	27302
2780	10514	27293
2781	10516	27284
2782	10519	27278
2783	10522	27274
2784	10524	27266
2785	10526	27258
2786	10529	27251
2787	10532	27244
2788	10535	27239
2789	10539	27235
2790	10541	27227
2791	10544	27222
2792	10546	27214
2793	10548	27205
2794	10552	27202
2795	10555	27195
2796	10556	27186
2797	10558	27177
2798	10560	27168
2799	10562	27159
2800	10563	27150
2801	10567	27145
2802	10570	27140
2803	10572	27131
2804	10573	27122
2805	10575	27113
2806	10577	27104
2807	10579	27095
2808	10583	27094
2809	10585	27085
2810	10587	27076
2811	10589	27068
2812	10592	27063
2813	10596	27058
2814	10599	27055
2815	10602	27047
2816	10603	27038
2817	10605	27029
2818	10607	27020
2819	10608	27011
2820	10610	27002
2821	10614	26997
2822	10618	26995
2823	10620	26988
2824	10623	26982
2825	10625	26974
2826	10633	26979
2827	10635	26973
2828	10637	26964
2829	10639	26955
2830	10641	26946
2831	10643	26938
2832	10648	26938
2833	10650	26930
2834	10652	26921
2835	10653	26912
2836	10655	26903
2837	10657	26895
2838	10659	26886
2839	10665	26888
2840	10667	26882
2841	10669	26873
2842	10671	26864
2843	10673	26855
2844	10675	26847
2845	10678	26843
2846	10681	26835
2847	10683	26827
2848	10684	26818
2849	10686	26809
2850	10688	26801
2851	10690	26792
2852	10692	26786
2853	10696	26781
2854	10698	26774
2855	10700	26765
2856	10702	26757
2857	10704	26750
2858	10706	26742
2859	10711	26740
2860	10716	26740
2861	10720	26737
2862	10724	26734
2863	10735	26749
2864	10740	26747
2865	10748	26756
2866	10755	26758
2867	10767	26774
2868	10769	26768
2869	10776	26771
2870	10780	26768
2871	10782	26761
2872	10785	26754
2873	10791	26757
2874	10795	26753
2875	10797	26746
2876	10800	26740
2877	10803	26733
2878	10812	26742
2879	10819	26748
2880	10829	26760
2881	10832	26754
2882	10836	26751
2883	10842	26752
2884	10846	26749
2885	10848	26742
2886	10851	26735
2887	10859	26741
2888	10861	26735
2889	10864	26728
2890	10868	26724
2891	10875	26730
2892	10878	26723
2893	10880	26717
2894	10883	26710
2895	10887	26706
2896	10892	26706
2897	10895	26701
2898	10898	26694
2899	10901	26689
2900	10909	26696
2901	10921	26712
2902	10925	26709
2903	10929	26705
2904	10931	26699
2905	10942	26711
2906	10945	26706
2907	10947	26699
2908	10950	26692
2909	10954	26690
2910	10959	26690
2911	10963	26685
2912	10971	26691
2913	10973	26685
2914	10976	26678
2915	10979	26672
2916	10987	26679
2917	10993	26680
2918	10996	26676
2919	11010	26695
2920	11014	26693
2921	11021	26697
2922	11025	26694
2923	11028	26689
2924	11035	26691
2925	11038	26686
2926	11040	26679
2927	11044	26674
2928	11048	26672
2929	11053	26670
2930	11056	26666
2931	11059	26660
2932	11062	26654
2933	11066	26652
2934	11069	26646
2935	11072	26640
2936	11074	26633
2937	11078	26629
2938	11081	26623
2939	11084	26617
2940	11087	26611
2941	11089	26605
2942	11098	26611
2943	11101	26608
2944	11107	26607
2945	11114	26613
2946	11118	26608
2947	11120	26602
2948	11124	26598
2949	11131	26601
2950	11134	26597
2951	11137	26591
2952	11144	26595
2953	11148	26591
2954	11151	26585
2955	11153	26578
2956	11155	26571
2957	11161	26571
2958	11165	26567
2959	11167	26560
2960	11170	26554
2961	11174	26551
2962	11177	26546
2963	11180	26540
2964	11182	26533
2965	11185	26527
2966	11188	26522
2967	11194	26522
2968	11198	26520
2969	11203	26518
2970	11207	26516
2971	11213	26516
2972	11216	26512
2973	11219	26506
2974	11225	26507
2975	11230	26505
2976	11233	26499
2977	11236	26494
2978	11240	26491
2979	11242	26484
2980	11245	26477
2981	11247	26470
2982	11250	26463
2983	11252	26458
2984	11258	26457
2985	11260	26451
2986	11264	26447
2987	11267	26442
2988	11272	26440
2989	11274	26433
2990	11278	26430
2991	11282	26426
2992	11286	26423
2993	11290	26421
2994	11294	26416
2995	11298	26413
2996	11306	26419
2997	11310	26415
2998	11312	26409
2999	11315	26402
3000	11318	26396
3001	11323	26395
3002	11326	26391
3003	11330	26386
3004	11334	26383
3005	11339	26383
3006	11343	26380
3007	11346	26374
3008	11352	26376
3009	11357	26373
3010	11359	26367
3011	11369	26378
3012	11372	26372
3013	11374	26365
3014	11378	26361
3015	11387	26370
3016	11391	26366
3017	11396	26366
3018	11401	26364
3019	11406	26364
3020	11409	26358
3021	11412	26351
3022	11420	26357
3023	11422	26351
3024	11425	26344
3025	11427	26337
3026	11431	26333
3027	11436	26333
3028	11440	26330
3029	11444	26325
3030	11451	26330
3031	11454	26323
3032	11457	26318
3033	11460	26312
3034	11465	26312
3035	11470	26310
3036	11472	26304
3037	11476	26300
3038	11483	26303
3039	11487	26299
3040	11490	26295
3041	11494	26292
3042	11501	26294
3043	11509	26300
3044	11517	26306
3045	11523	26307
3046	11525	26300
3047	11530	26300
3048	11533	26293
3049	11536	26287
3050	11538	26279
3051	11541	26273
3052	11546	26273
3053	11549	26267
3054	11551	26260
3055	11553	26253
3056	11556	26247
3057	11561	26245
3058	11563	26238
3059	11566	26232
3060	11569	26225
3061	11571	26219
3062	11581	26229
3063	11583	26222
3064	11586	26215
3065	11589	26209
3066	11596	26214
3067	11601	26212
3068	11606	26211
3069	11619	26228
3070	11625	26230
3071	11630	26229
3072	11633	26223
3073	11636	26217
3074	11644	26223
3075	11647	26217
3076	11650	26211
3077	11652	26205
3078	11656	26202
3079	11662	26201
3080	11666	26199
3081	11669	26193
3082	11676	26196
3083	11679	26192
3084	11681	26185
3085	11684	26179
3086	11688	26175
3087	11694	26176
3088	11708	26194
3089	11710	26188
3090	11713	26182
3091	11715	26174
3092	11719	26170
3093	11723	26168
3094	11726	26162
3095	11728	26154
3096	11730	26147
3097	11733	26139
3098	11738	26139
3099	11740	26133
3100	11743	26126
3101	11746	26120
3102	11748	26113
3103	11752	26110
3104	11756	26105
3105	11758	26099
3106	11761	26092
3107	11763	26086
3108	11770	26088
3109	11772	26082
3110	11775	26076
3111	11778	26069
3112	11781	26063
3113	11785	26060
3114	11788	26054
3115	11790	26048
3116	11793	26042
3117	11796	26038
3118	11801	26036
3119	11804	26031
3120	11807	26025
3121	11809	26017
3122	11811	26010
3123	11818	26013
3124	11821	26006
3125	11823	25998
3126	11825	25992
3127	11828	25986
3128	11833	25986
3129	11835	25978
3130	11838	25971
3131	11840	25965
3132	11843	25958
3133	11846	25954
3134	11851	25953
3135	11854	25946
3136	11856	25939
3137	11859	25932
3138	11861	25926
3139	11867	25926
3140	11870	25920
3141	11872	25914
3142	11874	25906
3143	11878	25902
3144	11883	25901
3145	11887	25898
3146	11892	25896
3147	11899	25901
3148	11902	25894
3149	11904	25887
3150	11906	25880
3151	11915	25888
3152	11918	25882
3153	11921	25875
3154	11923	25869
3155	11929	25870
3156	11932	25864
3157	11934	25857
3158	11936	25849
3159	11938	25841
3160	11940	25833
3161	11943	25829
3162	11947	25824
3163	11948	25816
3164	11950	25808
3165	11952	25800
3166	11954	25791
3167	11956	25783
3168	11958	25777
3169	11962	25773
3170	11965	25768
3171	11967	25760
3172	11969	25753
3173	11972	25747
3174	11977	25746
3175	11980	25741
3176	11985	25741
3177	11989	25736
3178	11993	25733
3179	11995	25726
3180	11997	25719
3181	11999	25711
3182	12001	25703
3183	12002	25694
3184	12005	25687
3185	12008	25684
3186	12010	25675
3187	12012	25668
3188	12014	25660
3189	12016	25652
3190	12017	25643
3191	12019	25635
3192	12022	25629
3193	12025	25624
3194	12027	25617
3195	12029	25608
3196	12030	25600
3197	12032	25592
3198	12034	25584
3199	12037	25578
3200	12040	25575
3201	12042	25567
3202	12044	25559
3203	12046	25551
3204	12048	25543
3205	12050	25536
3206	12052	25529
3207	12055	25523
3208	12058	25518
3209	12060	25511
3210	12062	25503
3211	12063	25495
3212	12065	25487
3213	12067	25479
3214	12071	25475
3215	12073	25469
3216	12076	25462
3217	12078	25455
3218	12081	25449
3219	12084	25444
3220	12087	25439
3221	12090	25434
3222	12092	25426
3223	12093	25418
3224	12095	25410
3225	12097	25402
3226	12099	25394
3227	12102	25388
3228	12106	25385
3229	12108	25380
3230	12111	25373
3231	12113	25366
3232	12115	25358
3233	12117	25351
3234	12121	25347
3235	12123	25341
3236	12125	25334
3237	12127	25326
3238	12129	25318
3239	12131	25311
