iter	Passed	Remaining
653	2631	37604
654	2634	37586
655	2638	37588
656	2641	37562
657	2644	37540
658	2647	37524
659	2650	37502
660	2656	37528
661	2658	37499
662	2660	37464
663	2662	37434
664	2664	37408
665	2669	37411
666	2672	37388
667	2674	37358
668	2676	37333
669	2678	37304
670	2681	37277
671	2687	37306
672	2690	37281
673	2692	37252
674	2694	37221
675	2697	37200
676	2702	37210
677	2704	37185
678	2706	37160
679	2709	37131
680	2711	37099
681	2715	37103
682	2719	37092
683	2721	37066
684	2723	37033
685	2725	37008
686	2727	36980
687	2731	36969
688	2736	36977
689	2738	36952
690	2741	36926
691	2744	36914
692	2749	36920
693	2751	36898
694	2754	36873
695	2756	36851
696	2758	36824
697	2761	36800
698	2765	36803
699	2768	36778
700	2770	36756
701	2772	36727
702	2774	36697
703	2777	36674
704	2782	36681
705	2784	36662
706	2787	36635
707	2789	36606
708	2791	36579
709	2793	36555
710	2798	36566
711	2801	36541
712	2803	36516
713	2805	36483
714	2807	36454
715	2809	36429
716	2814	36433
717	2816	36411
718	2818	36385
719	2821	36359
720	2822	36330
721	2825	36306
722	2829	36310
723	2833	36300
724	2835	36275
725	2839	36275
726	2847	36315
727	2849	36293
728	2852	36273
729	2854	36242
730	2855	36211
731	2858	36190
732	2862	36194
733	2865	36170
734	2867	36141
735	2869	36116
736	2871	36090
737	2873	36066
738	2878	36077
739	2881	36055
740	2883	36031
741	2885	36005
742	2887	35979
743	2889	35953
744	2894	35960
745	2897	35941
746	2899	35914
747	2901	35888
748	2903	35864
749	2911	35905
750	2913	35886
751	2916	35866
752	2918	35845
753	2924	35861
754	2929	35869
755	2931	35846
756	2935	35840
757	2939	35837
758	2943	35841
759	2946	35826
760	2952	35844
761	2960	35890
762	2963	35876
763	2965	35854
764	2968	35831
765	2973	35847
766	2976	35832
767	2978	35809
768	2982	35807
769	2986	35797
770	2990	35800
771	2993	35783
772	2995	35760
773	2997	35735
774	3000	35711
775	3003	35697
776	3010	35731
777	3012	35709
778	3015	35698
779	3018	35684
780	3023	35685
781	3026	35675
782	3028	35653
783	3031	35634
784	3033	35612
785	3039	35631
786	3042	35615
787	3048	35635
788	3051	35620
789	3055	35620
790	3058	35612
791	3061	35596
792	3064	35574
793	3067	35562
794	3071	35558
795	3074	35554
796	3080	35575
797	3086	35593
798	3089	35579
799	3092	35559
800	3095	35549
801	3100	35564
802	3105	35565
803	3107	35540
804	3109	35515
805	3112	35498
806	3117	35511
807	3120	35501
808	3122	35475
809	3124	35452
810	3127	35433
811	3131	35431
812	3135	35434
813	3139	35425
814	3143	35431
815	3148	35431
816	3152	35434
817	3155	35425
818	3158	35403
819	3164	35423
820	3167	35408
821	3169	35385
822	3172	35370
823	3177	35380
824	3181	35379
825	3185	35381
826	3187	35358
827	3189	35336
828	3192	35315
829	3196	35310
830	3198	35291
831	3200	35268
832	3202	35247
833	3207	35257
834	3212	35264
835	3215	35252
836	3218	35234
837	3221	35216
838	3227	35244
839	3230	35228
840	3233	35209
841	3237	35213
842	3242	35218
843	3247	35231
844	3249	35211
845	3252	35196
846	3260	35237
847	3263	35216
848	3265	35197
849	3273	35239
850	3276	35227
851	3279	35212
852	3282	35200
853	3285	35186
854	3289	35186
855	3292	35172
856	3295	35161
857	3298	35149
858	3301	35134
859	3306	35143
860	3308	35121
861	3311	35100
862	3314	35091
863	3316	35070
864	3320	35067
865	3323	35054
866	3325	35034
867	3328	35015
868	3332	35013
869	3336	35015
870	3340	35007
871	3342	34988
872	3345	34977
873	3347	34958
874	3356	34998
875	3358	34983
876	3363	34990
877	3369	35003
878	3372	34992
879	3374	34975
880	3377	34962
881	3379	34941
882	3382	34928
883	3386	34922
884	3389	34906
885	3391	34887
886	3393	34868
887	3396	34847
888	3399	34836
889	3403	34836
890	3405	34812
891	3407	34795
892	3410	34780
893	3413	34766
894	3419	34784
895	3422	34771
896	3424	34753
897	3427	34740
898	3434	34772
899	3438	34771
900	3442	34764
901	3445	34751
902	3451	34773
903	3454	34761
904	3457	34748
905	3460	34735
906	3466	34757
907	3469	34740
908	3472	34731
909	3476	34728
910	3482	34741
911	3487	34750
912	3490	34741
913	3500	34798
914	3502	34780
915	3507	34779
916	3510	34770
917	3515	34777
918	3518	34769
919	3521	34750
920	3524	34746
921	3529	34753
922	3533	34750
923	3535	34730
924	3538	34712
925	3540	34696
926	3552	34771
927	3554	34751
928	3556	34727
929	3564	34767
930	3567	34749
931	3573	34764
932	3580	34791
933	3582	34773
934	3584	34755
935	3586	34735
936	3588	34711
937	3591	34695
938	3598	34722
939	3600	34703
940	3602	34685
941	3605	34664
942	3607	34645
943	3613	34662
944	3615	34645
945	3619	34637
946	3622	34630
947	3627	34637
948	3630	34625
949	3632	34606
950	3634	34584
951	3636	34563
952	3642	34576
953	3644	34558
954	3646	34536
955	3648	34519
956	3652	34509
957	3656	34508
958	3659	34501
959	3662	34490
960	3665	34477
961	3668	34468
962	3673	34471
963	3676	34465
964	3679	34448
965	3681	34432
966	3683	34411
967	3686	34398
968	3691	34407
969	3694	34390
970	3697	34383
971	3700	34368
972	3706	34384
973	3708	34367
974	3710	34348
975	3713	34331
976	3715	34312
977	3717	34296
978	3722	34302
979	3725	34288
980	3727	34272
981	3730	34257
982	3734	34254
983	3739	34262
984	3741	34246
985	3743	34224
986	3746	34211
987	3749	34202
988	3754	34211
989	3757	34197
990	3759	34181
991	3762	34168
992	3765	34154
993	3771	34170
994	3773	34149
995	3775	34128
996	3777	34112
997	3779	34093
998	3782	34080
999	3787	34086
1000	3790	34074
1001	3792	34058
1002	3794	34040
1003	3797	34026
1004	3803	34039
1005	3806	34027
1006	3808	34011
1007	3811	33997
1008	3813	33978
1009	3818	33984
1010	3820	33967
1011	3822	33953
1012	3825	33935
1013	3831	33955
1014	3835	33956
1015	3839	33947
1016	3841	33929
1017	3843	33911
1018	3846	33902
1019	3851	33905
1020	3853	33886
1021	3855	33869
1022	3858	33854
1023	3860	33837
1024	3864	33839
1025	3867	33830
1026	3869	33809
1027	3871	33792
1028	3873	33771
1029	3875	33750
1030	3882	33778
1031	3884	33760
1032	3887	33743
1033	3889	33727
1034	3892	33712
1035	3899	33743
1036	3901	33723
1037	3904	33708
1038	3906	33694
1039	3909	33680
1040	3913	33681
1041	3916	33668
1042	3919	33656
1043	3921	33642
1044	3929	33669
1045	3933	33673
1046	3936	33664
1047	3939	33650
1048	3944	33657
1049	3948	33654
1050	3950	33640
1051	3953	33626
1052	3955	33611
1053	3959	33603
1054	3962	33600
1055	3964	33580
1056	3967	33567
1057	3969	33552
1058	3974	33558
1059	3978	33557
1060	3980	33538
1061	3983	33522
1062	3985	33508
1063	3987	33490
1064	3990	33480
1065	3995	33484
1066	3997	33467
1067	3999	33450
1068	4002	33436
1069	4004	33420
1070	4008	33415
1071	4010	33402
1072	4013	33388
1073	4016	33378
1074	4019	33374
1075	4028	33412
1076	4030	33393
1077	4033	33379
1078	4035	33364
1079	4040	33367
1080	4042	33354
1081	4044	33335
1082	4046	33319
1083	4049	33305
1084	4051	33292
1085	4055	33288
1086	4058	33276
1087	4060	33259
1088	4062	33246
1089	4065	33229
1090	4067	33211
1091	4069	33201
1092	4074	33201
1093	4076	33185
1094	4078	33171
1095	4081	33157
1096	4083	33141
1097	4087	33138
1098	4091	33134
1099	4093	33121
1100	4096	33108
1101	4097	33088
1102	4100	33073
1103	4106	33090
1104	4109	33077
1105	4111	33061
1106	4114	33052
1107	4123	33089
1108	4125	33076
1109	4128	33063
1110	4130	33050
1111	4134	33042
1112	4138	33040
1113	4140	33026
1114	4142	33011
1115	4145	32996
1116	4147	32982
1117	4149	32967
1118	4152	32957
1119	4155	32950
1120	4158	32934
1121	4160	32919
1122	4162	32902
1123	4166	32898
1124	4169	32894
1125	4171	32878
1126	4174	32863
1127	4176	32850
1128	4179	32836
1129	4183	32842
1130	4186	32831
1131	4188	32814
1132	4190	32797
1133	4193	32782
1134	4195	32766
1135	4198	32761
1136	4202	32756
1137	4204	32741
1138	4206	32727
1139	4209	32713
1140	4216	32737
1141	4219	32731
1142	4222	32718
1143	4224	32706
1144	4227	32692
1145	4231	32693
1146	4233	32679
1147	4236	32664
1148	4238	32652
1149	4241	32638
1150	4245	32636
1151	4249	32639
1152	4251	32622
1153	4254	32610
1154	4256	32596
1155	4259	32583
1156	4264	32595
1157	4267	32581
1158	4269	32567
1159	4271	32553
1160	4273	32537
1161	4277	32531
1162	4281	32535
1163	4283	32520
1164	4286	32504
1165	4288	32490
1166	4290	32476
1167	4294	32470
1168	4300	32485
1169	4312	32545
1170	4317	32555
1171	4321	32551
1172	4323	32536
1173	4328	32540
1174	4331	32530
1175	4333	32516
1176	4335	32497
1177	4336	32479
1178	4339	32463
1179	4343	32465
1180	4346	32455
1181	4348	32437
1182	4350	32423
1183	4352	32411
1184	4355	32399
1185	4360	32402
1186	4362	32390
1187	4364	32373
1188	4366	32356
1189	4368	32342
1190	4371	32329
1191	4375	32332
1192	4377	32318
1193	4380	32306
1194	4382	32292
1195	4385	32279
1196	4388	32274
1197	4391	32268
1198	4394	32257
1199	4397	32246
1200	4400	32237
1201	4405	32244
1202	4411	32259
1203	4414	32250
1204	4416	32237
1205	4419	32225
1206	4423	32226
1207	4426	32213
1208	4428	32201
1209	4430	32186
1210	4433	32173
1211	4436	32170
1212	4443	32187
1213	4445	32175
1214	4447	32158
1215	4449	32141
1216	4451	32129
1217	4456	32134
1218	4459	32122
1219	4462	32115
1220	4464	32102
1221	4467	32092
1222	4471	32092
1223	4475	32087
1224	4477	32076
1225	4480	32064
1226	4482	32052
1227	4486	32048
1228	4489	32037
1229	4492	32028
1230	4494	32017
1231	4497	32009
1232	4501	32008
1233	4504	32000
1234	4507	31989
1235	4509	31978
1236	4512	31965
1237	4514	31952
1238	4520	31962
1239	4522	31948
1240	4524	31936
1241	4527	31927
1242	4530	31915
1243	4536	31931
1244	4538	31918
1245	4541	31905
1246	4543	31892
1247	4545	31879
1248	4550	31880
1249	4553	31871
1250	4555	31859
1251	4557	31845
1252	4560	31834
1253	4562	31823
1254	4566	31818
1255	4568	31807
1256	4571	31799
1257	4574	31785
1258	4576	31774
1259	4579	31763
1260	4582	31760
1261	4585	31752
1262	4589	31746
1263	4593	31749
1264	4601	31772
1265	4604	31765
1266	4607	31757
1267	4612	31763
1268	4616	31763
1269	4619	31754
1270	4621	31740
1271	4623	31727
1272	4631	31752
1273	4634	31740
1274	4636	31727
1275	4638	31716
1276	4647	31745
1277	4649	31734
1278	4652	31722
1279	4654	31709
1280	4657	31698
1281	4661	31696
1282	4663	31685
1283	4666	31676
1284	4668	31662
1285	4670	31649
1286	4674	31647
1287	4678	31643
1288	4682	31643
1289	4691	31673
1290	4697	31691
1291	4700	31680
1292	4703	31675
1293	4709	31683
1294	4711	31671
1295	4714	31660
1296	4716	31645
1297	4720	31649
1298	4724	31645
1299	4726	31632
1300	4729	31620
1301	4731	31608
1302	4733	31596
1303	4740	31611
1304	4743	31601
1305	4745	31591
1306	4747	31575
1307	4749	31559
1308	4752	31553
1309	4755	31548
1310	4757	31532
1311	4759	31519
1312	4762	31507
1313	4764	31492
1314	4765	31477
1315	4770	31477
1316	4774	31475
1317	4777	31470
1318	4780	31465
1319	4788	31486
1320	4790	31474
1321	4793	31463
1322	4796	31455
1323	4802	31470
1324	4805	31460
1325	4807	31449
1326	4810	31439
1327	4812	31426
1328	4815	31416
1329	4819	31418
1330	4821	31404
1331	4823	31392
1332	4826	31382
1333	4828	31367
1334	4832	31363
1335	4836	31363
1336	4838	31349
1337	4840	31335
1338	4842	31323
1339	4845	31311
1340	4847	31303
1341	4851	31300
1342	4853	31285
1343	4855	31272
1344	4857	31258
1345	4859	31245
1346	4862	31233
1347	4866	31238
1348	4869	31228
1349	4872	31218
1350	4874	31208
1351	4880	31218
1352	4887	31237
1353	4891	31236
1354	4894	31228
1355	4900	31236
1356	4902	31225
1357	4905	31216
1358	4907	31204
1359	4909	31191
1360	4916	31208
1361	4918	31195
1362	4920	31182
1363	4923	31169
1364	4924	31154
1365	4928	31151
1366	4933	31154
1367	4935	31142
1368	4937	31132
1369	4939	31116
1370	4942	31107
1371	4946	31108
1372	4949	31097
1373	4951	31086
1374	4954	31076
1375	4957	31070
1376	4962	31072
1377	4964	31063
1378	4967	31052
1379	4970	31049
1380	4979	31076
1381	4982	31072
1382	4984	31059
1383	4987	31046
1384	4990	31041
1385	4996	31055
1386	4999	31045
1387	5001	31033
1388	5004	31022
1389	5011	31043
1390	5014	31033
1391	5016	31020
1392	5018	31007
1393	5021	30998
1394	5025	30998
1395	5028	30994
1396	5030	30980
1397	5033	30969
1398	5035	30959
1399	5038	30949
1400	5042	30946
1401	5044	30935
1402	5046	30925
1403	5049	30915
1404	5051	30904
1405	5055	30898
1406	5057	30889
1407	5059	30875
1408	5061	30864
1409	5064	30852
1410	5066	30841
1411	5068	30828
1412	5072	30827
1413	5076	30822
1414	5078	30813
1415	5081	30807
1416	5085	30803
1417	5091	30812
1418	5093	30804
1419	5096	30793
1420	5098	30779
1421	5100	30768
1422	5105	30775
1423	5108	30767
1424	5110	30754
1425	5113	30745
1426	5115	30734
1427	5119	30730
1428	5123	30730
1429	5125	30717
1430	5127	30706
1431	5130	30697
1432	5132	30686
1433	5137	30687
1434	5139	30673
1435	5141	30662
1436	5144	30654
1437	5146	30640
1438	5147	30625
1439	5154	30641
1440	5156	30627
1441	5158	30614
1442	5160	30604
1443	5163	30592
1444	5165	30584
1445	5170	30585
1446	5172	30574
1447	5174	30563
1448	5178	30560
1449	5183	30564
1450	5188	30569
1451	5191	30560
1452	5193	30549
1453	5195	30538
1454	5202	30552
1455	5205	30544
1456	5207	30533
1457	5209	30523
1458	5212	30512
1459	5216	30515
1460	5219	30508
1461	5221	30495
1462	5224	30483
1463	5226	30472
1464	5228	30463
1465	5233	30468
1466	5237	30461
1467	5241	30460
1468	5244	30455
1469	5252	30479
1470	5255	30471
1471	5259	30468
1472	5261	30456
1473	5264	30453
1474	5268	30449
1475	5270	30439
1476	5275	30441
1477	5278	30436
1478	5281	30427
1479	5284	30418
1480	5286	30409
1481	5289	30404
1482	5294	30405
1483	5296	30393
1484	5298	30382
1485	5301	30373
1486	5303	30363
1487	5308	30364
1488	5311	30360
1489	5313	30350
1490	5316	30338
1491	5318	30327
1492	5320	30317
1493	5325	30320
1494	5327	30307
1495	5329	30296
1496	5331	30283
1497	5333	30271
1498	5337	30266
1499	5341	30269
1500	5344	30259
1501	5346	30250
1502	5348	30239
1503	5351	30229
1504	5357	30238
1505	5359	30229
1506	5361	30217
1507	5364	30211
1508	5368	30209
1509	5376	30230
1510	5380	30226
1511	5383	30219
1512	5386	30216
1513	5392	30225
1514	5394	30213
1515	5396	30201
1516	5399	30191
1517	5401	30179
1518	5404	30175
1519	5408	30174
1520	5410	30163
1521	5412	30151
1522	5415	30140
1523	5418	30134
1524	5422	30133
1525	5424	30124
1526	5427	30115
1527	5429	30106
1528	5433	30100
1529	5438	30109
1530	5441	30100
1531	5444	30092
1532	5446	30084
1533	5455	30109
1534	5458	30100
1535	5461	30094
1536	5464	30086
1537	5471	30103
1538	5474	30099
1539	5479	30100
1540	5487	30120
1541	5489	30111
1542	5491	30099
1543	5493	30088
1544	5496	30079
1545	5500	30079
1546	5504	30079
1547	5506	30067
1548	5509	30057
1549	5511	30047
1550	5515	30043
1551	5518	30040
1552	5520	30029
1553	5523	30018
1554	5525	30009
1555	5528	29999
1556	5532	30002
1557	5536	29997
1558	5538	29986
1559	5540	29977
1560	5544	29975
1561	5549	29977
1562	5553	29977
1563	5556	29968
1564	5559	29964
1565	5567	29985
1566	5571	29982
1567	5574	29974
1568	5578	29976
1569	5582	29973
1570	5585	29968
1571	5588	29960
1572	5594	29970
1573	5598	29971
1574	5601	29961
1575	5603	29951
1576	5605	29941
1577	5610	29944
1578	5614	29941
1579	5616	29930
1580	5620	29927
1581	5623	29920
1582	5628	29925
1583	5630	29916
1584	5633	29906
1585	5635	29898
1586	5638	29889
1587	5643	29894
1588	5648	29897
1589	5651	29893
1590	5655	29890
1591	5658	29883
1592	5661	29876
1593	5665	29878
1594	5671	29884
1595	5675	29884
1596	5679	29881
1597	5681	29874
1598	5688	29887
1599	5692	29886
1600	5698	29896
1601	5702	29894
1602	5706	29894
1603	5710	29893
1604	5713	29884
1605	5718	29888
1606	5727	29912
1607	5734	29927
1608	5744	29957
1609	5751	29971
1610	5753	29960
1611	5756	29954
1612	5762	29961
1613	5765	29957
1614	5768	29949
1615	5772	29947
1616	5778	29955
1617	5783	29961
1618	5785	29951
1619	5788	29943
1620	5791	29934
1621	5798	29951
1622	5802	29951
1623	5805	29941
1624	5807	29932
1625	5816	29954
1626	5820	29955
1627	5825	29958
1628	5828	29953
1629	5833	29952
1630	5836	29950
1631	5843	29964
1632	5849	29970
1633	5856	29983
1634	5861	29989
1635	5869	30009
1636	5873	30007
1637	5877	30003
1638	5879	29994
1639	5882	29985
1640	5884	29976
1641	5887	29969
1642	5890	29961
1643	5894	29962
1644	5900	29966
1645	5903	29962
1646	5907	29961
1647	5911	29959
1648	5914	29950
1649	5916	29941
1650	5920	29938
1651	5928	29956
1652	5933	29959
1653	5940	29973
1654	5946	29986
1655	5951	29988
1656	5957	29995
1657	5962	30000
1658	5969	30010
1659	5974	30014
1660	5979	30019
1661	5983	30018
1662	5988	30021
1663	5996	30042
1664	6003	30052
1665	6006	30046
1666	6010	30047
1667	6013	30037
1668	6018	30042
1669	6027	30065
1670	6034	30078
1671	6040	30087
1672	6046	30096
1673	6054	30112
1674	6059	30114
1675	6061	30105
1676	6067	30112
1677	6072	30114
1678	6078	30123
1679	6082	30123
1680	6089	30134
1681	6093	30131
1682	6098	30136
1683	6103	30138
1684	6105	30128
1685	6108	30122
