iter	RMSE
352	0.1180436556
353	0.1180199003
354	0.1180087322
355	0.1180062526
356	0.1179011349
357	0.1178827548
358	0.1178803216
359	0.1177282864
360	0.1176114082
361	0.1176086529
362	0.1174647492
363	0.1174623104
364	0.1173029787
365	0.1173005535
366	0.1170725395
367	0.1169151312
368	0.1169121379
369	0.1167058909
370	0.1167034667
371	0.1167009195
372	0.116698369
373	0.1166075519
374	0.1166048595
375	0.1164778666
376	0.1162809944
377	0.1162760628
378	0.1160776609
379	0.1158550762
380	0.1158525973
381	0.1156802481
382	0.115641538
383	0.115639103
384	0.1155814391
385	0.1155305685
386	0.1155279489
387	0.115522983
388	0.1154676686
389	0.1153996342
390	0.1152477882
391	0.1152453286
392	0.115242625
393	0.1152332725
394	0.1152283967
395	0.1152259369
396	0.1152235704
397	0.1152137569
398	0.1152113858
399	0.1151739817
400	0.1150816998
401	0.1150704695
402	0.1150679337
403	0.1150586143
404	0.1150562931
405	0.1150537638
406	0.1150514457
407	0.1150483511
408	0.1150460587
409	0.1150360411
410	0.1150337044
411	0.115028471
412	0.1150261303
413	0.1150233861
414	0.1149711642
415	0.1149684152
416	0.114965945
417	0.1149567659
418	0.1149405774
419	0.1149354647
420	0.1149115141
421	0.1148941117
422	0.1148920206
423	0.1148409792
424	0.1148381052
425	0.1148072376
426	0.1148049302
427	0.114802657
428	0.1147192115
429	0.11471696
430	0.1147143108
431	0.114692723
432	0.1146830454
433	0.114551721
434	0.1145494752
435	0.1145071158
436	0.1144405764
437	0.1144378741
438	0.1144352906
439	0.1144254975
440	0.1144162973
441	0.114364694
442	0.1143558184
443	0.1143394564
444	0.1142406302
445	0.114238408
446	0.114236337
447	0.1142272948
448	0.114225066
449	0.1142228542
450	0.1142208303
451	0.114218276
452	0.1142093411
453	0.1142068586
454	0.1142049003
455	0.1140408096
456	0.1140386944
457	0.1140364508
458	0.1139748985
459	0.113972711
460	0.1139036439
461	0.1139016796
462	0.1138994899
463	0.113897109
464	0.1138948781
465	0.1138927075
466	0.1137739813
467	0.1137199544
468	0.1135981807
469	0.1135604536
470	0.1135253617
471	0.1134962526
472	0.1134129621
473	0.113410805
474	0.1134081997
475	0.1133886862
476	0.1133662789
477	0.1132304602
478	0.1132279626
479	0.1132254025
480	0.1130814658
481	0.1130792471
482	0.1130770406
483	0.1129786653
484	0.1129565855
485	0.1129546127
486	0.1129521858
487	0.1129489734
488	0.1129468731
489	0.1129447155
490	0.1128564167
491	0.1128541001
492	0.112845332
493	0.112776546
494	0.1127437948
495	0.1125911902
496	0.1125823053
497	0.1125734274
498	0.112564684
499	0.1124187841
500	0.1124105246
501	0.1124082968
502	0.1124062261
503	0.1124040892
504	0.1124009737
505	0.112398898
506	0.112360928
507	0.1123588811
508	0.1123228275
509	0.1123103213
510	0.1123076958
511	0.1123052358
512	0.1123027959
513	0.1123009151
514	0.1122988656
515	0.112296508
516	0.1121883443
517	0.1121860973
518	0.112177508
519	0.1121756757
520	0.1121736231
521	0.1121715737
522	0.1121591823
523	0.1121371859
524	0.1121248356
525	0.1121227516
526	0.1121131406
527	0.1121107334
528	0.1121085817
529	0.1120867996
530	0.1120844847
531	0.1120826692
532	0.1120795545
533	0.1120644732
534	0.1120560017
535	0.1120364613
536	0.111958959
537	0.1119469974
538	0.1119449619
539	0.1119370081
540	0.1119348302
541	0.111919803
542	0.1119177859
543	0.1119134763
544	0.11189878
545	0.1117292549
546	0.1116977056
547	0.111686706
548	0.1116669312
549	0.1116524664
550	0.1116362919
551	0.1116339447
552	0.1116199093
553	0.1116116391
554	0.1116096842
555	0.1116013886
556	0.1115579254
557	0.1115551652
558	0.111552848
559	0.1115507034
560	0.1115484192
561	0.1115464783
562	0.1115356067
563	0.1115333483
564	0.111521673
565	0.111501494
566	0.1114923873
567	0.1114722384
568	0.1114702634
569	0.1114502247
570	0.111435918
571	0.1113180345
572	0.1112755701
573	0.1112357871
574	0.1111899464
575	0.111188048
576	0.1111858299
577	0.111172423
578	0.1111337751
579	0.1111310355
580	0.1111287453
581	0.1111263575
582	0.1110844642
583	0.1110823131
584	0.1109859148
585	0.1109838416
586	0.1109655168
587	0.1108554028
588	0.1108532161
589	0.1107723272
590	0.1107702809
591	0.1107622456
592	0.1107532269
593	0.1107512502
594	0.1107433016
595	0.1107371757
596	0.110729323
597	0.1107255907
598	0.110695479
599	0.1106936545
600	0.1105523272
601	0.1105506903
602	0.1105423531
603	0.1105222005
604	0.1105201742
605	0.1105047291
606	0.1105025994
607	0.1104947842
608	0.1104755849
609	0.1104718501
610	0.1104519069
611	0.1104407904
612	0.110438873
613	0.1103717919
614	0.1103581153
615	0.1103553624
616	0.110353295
617	0.1103469816
618	0.110338789
619	0.1103367801
620	0.11030766
621	0.1102950841
622	0.1102911415
623	0.110287211
624	0.110285139
625	0.1102522171
626	0.1102494166
627	0.1102472762
628	0.1102249041
629	0.1101487368
630	0.1101380123
631	0.1101303864
632	0.1101280873
633	0.1101258145
634	0.1101230688
635	0.1101141246
636	0.1101072194
637	0.1101053976
638	0.1100861034
639	0.1100698435
640	0.1100620974
641	0.1100546423
642	0.1100446129
643	0.1100373039
644	0.1100354142
645	0.1100270799
646	0.1100194782
647	0.1099415188
648	0.1099340806
649	0.1099260624
650	0.1099239942
651	0.1099154831
652	0.1099051414
653	0.1098977948
654	0.1098557641
655	0.1098520045
656	0.1098272598
657	0.1098191193
658	0.1098121792
659	0.1098048728
660	0.1097861654
661	0.1097842439
662	0.1097760149
663	0.1097082604
664	0.109704218
665	0.1096965585
666	0.1096928231
667	0.1096906879
668	0.1096866673
669	0.1096848707
670	0.1096833454
671	0.1096757335
672	0.1096689124
673	0.1096671647
674	0.1096653255
675	0.1096573793
676	0.1096557035
677	0.1096481668
678	0.1096411972
679	0.1096340859
680	0.1096320356
681	0.109591571
682	0.1095763301
683	0.109574389
684	0.1095726116
685	0.1094700486
686	0.1094584822
687	0.1094548613
688	0.1094529116
689	0.1094457397
690	0.1094440586
691	0.1094367884
692	0.1094294696
693	0.1094275223
694	0.1094094885
695	0.109294827
696	0.1092932294
697	0.1092915208
698	0.1092888491
699	0.1092869091
700	0.1092850708
701	0.1091967505
702	0.109194974
703	0.1091931366
704	0.109096642
705	0.1090949268
706	0.1090469879
707	0.1089563082
708	0.108871506
709	0.1088306214
710	0.1087160047
711	0.1086439307
712	0.1086368557
713	0.1086350068
714	0.1086237303
715	0.1086168897
716	0.1085882467
717	0.1085711797
718	0.1085693094
719	0.1085512473
720	0.1085442675
721	0.108472973
722	0.108471036
723	0.1084653429
724	0.1084636476
725	0.1084310068
726	0.1084238684
727	0.1083689442
728	0.1083046553
729	0.1082943834
730	0.1082925803
731	0.1082752333
732	0.1082733902
733	0.1082661458
734	0.1082647378
735	0.1082481383
736	0.1082467853
737	0.1082450578
738	0.1082435084
739	0.1082335411
740	0.1082315342
741	0.108118174
742	0.1081108775
743	0.108109171
744	0.1081075505
745	0.1080086846
746	0.1080033217
747	0.1079153254
748	0.1078476167
749	0.1078459168
750	0.1078405593
751	0.1078390262
752	0.1078372883
753	0.107828022
754	0.1078263372
755	0.1078196292
756	0.1078034304
757	0.1078018709
758	0.1077952165
759	0.1077933752
760	0.1077852006
761	0.1077783818
762	0.1077717494
763	0.1077559608
764	0.1077332642
765	0.1077296174
766	0.1076626391
767	0.1076586426
768	0.107652149
769	0.1076404116
770	0.1076388509
771	0.1076368793
772	0.1076197639
773	0.1076180519
774	0.1076163406
775	0.1076063149
776	0.107599799
777	0.1075153231
778	0.1075041345
779	0.1074912615
780	0.1074879596
781	0.1074246518
782	0.1074081759
783	0.107406547
784	0.1074032485
785	0.1073181727
786	0.1073023793
787	0.1072928874
788	0.107283369
789	0.107281096
790	0.1072691447
791	0.1072623427
792	0.1072550472
793	0.1072373633
794	0.1072310699
795	0.1072243753
796	0.1072069311
797	0.1071896806
798	0.1071879364
799	0.1071818262
800	0.1071731398
801	0.1071087321
802	0.1071068971
803	0.1071052861
804	0.1070992302
805	0.1070976054
806	0.107091325
807	0.107082737
808	0.1070656571
809	0.1070639967
810	0.1070275959
811	0.1070260034
812	0.1070245922
813	0.1070186505
814	0.1069766161
815	0.1069731545
816	0.106969838
817	0.1069682458
818	0.1069512967
819	0.1069331437
820	0.1069265193
821	0.1069248881
822	0.1069187323
823	0.1069155134
824	0.1069094903
825	0.1069027401
826	0.1068963904
827	0.1068903057
828	0.1068884631
829	0.1068816924
830	0.1068745012
831	0.1068600562
832	0.1068551143
833	0.106805567
834	0.1067992852
835	0.1067930475
836	0.1067855997
837	0.1067796951
838	0.1067742459
839	0.1067709626
840	0.1067449392
841	0.1067392512
842	0.106735979
843	0.1067342675
844	0.1067210675
845	0.1067119184
846	0.1066982131
847	0.1066965067
848	0.1066871532
849	0.1066785827
850	0.1066771255
851	0.1066736656
852	0.1066671837
853	0.1066079599
854	0.1066018458
855	0.1066003835
856	0.1065986455
857	0.1065971697
858	0.1065957275
859	0.1065836845
860	0.1065673264
861	0.1065614483
862	0.106552158
863	0.1065465997
864	0.1065435899
865	0.1065355275
866	0.1065325373
867	0.1064758542
868	0.1064743654
869	0.1064675875
870	0.1064662889
871	0.1063918997
872	0.1063863447
873	0.1063830874
874	0.1063775727
875	0.1063719977
876	0.1063691759
877	0.1063660037
878	0.1063462554
879	0.1063434443
880	0.1062522874
881	0.1062507627
882	0.1062453884
883	0.1062398737
884	0.1062367405
885	0.1062314589
886	0.1062300979
887	0.1062285699
888	0.1062226929
889	0.1062174167
890	0.1062121195
891	0.1062101951
892	0.106204783
893	0.1062031999
894	0.1062017862
895	0.1061389169
896	0.1061376458
897	0.1061319291
898	0.1061265411
899	0.106125199
900	0.1061145557
901	0.1061095719
902	0.1061017686
903	0.1061004273
904	0.1060251975
905	0.1059646952
906	0.1059633086
907	0.1059620102
908	0.1059481723
909	0.1058540196
910	0.105783905
911	0.1057706096
912	0.1057693361
913	0.1057634719
914	0.1057580521
915	0.1057550056
916	0.1057537753
917	0.1057525997
918	0.1057513377
919	0.105705712
920	0.1056972834
921	0.1056956446
922	0.1056944016
923	0.1056813542
924	0.1056801178
925	0.1056711499
926	0.1056525469
927	0.1056378153
928	0.1056349838
929	0.105617603
930	0.1056067377
931	0.1055933558
932	0.1055883326
933	0.1055830503
934	0.1055202538
935	0.1055163558
936	0.105501188
937	0.1054955837
938	0.1054905709
939	0.1054893538
940	0.1053709114
941	0.1053557163
942	0.105350774
943	0.1053486043
944	0.1053460294
945	0.1053409693
946	0.1053356001
947	0.1053343389
948	0.1053254962
949	0.1052443214
950	0.1052390956
951	0.1052339256
952	0.105220127
953	0.1052048408
954	0.1052031119
955	0.1051911206
956	0.1051782957
957	0.1051188045
958	0.1051175415
959	0.1051141756
960	0.105099665
961	0.1050947067
962	0.1050696247
963	0.1050670826
964	0.1050655914
965	0.105060141
966	0.1050553042
967	0.1050503624
968	0.1050491183
969	0.1050409638
970	0.1050358662
971	0.1050287038
972	0.1049904975
973	0.1049885828
974	0.1049832259
975	0.1049776248
976	0.1049642891
977	0.1049629709
978	0.1049617904
979	0.1049606034
980	0.1048888789
981	0.1048835683
982	0.1048821853
983	0.1048736136
984	0.1048724434
985	0.1048515412
986	0.1048322925
987	0.1048275475
988	0.1047185499
989	0.1047139474
990	0.1047127915
991	0.1046827911
992	0.1046723655
993	0.1046712901
994	0.1046665662
995	0.1046601532
996	0.1046381978
997	0.1046314995
998	0.1045743926
999	0.1045620508
1000	0.1045473852
1001	0.1045458919
1002	0.1045447656
1003	0.1045317469
1004	0.1045306945
1005	0.104529543
1006	0.104528402
1007	0.1044192473
1008	0.1044181024
1009	0.1044114413
1010	0.1043892146
1011	0.1043880697
1012	0.104341754
1013	0.104337045
1014	0.1043318837
1015	0.1043232381
1016	0.1042834481
1017	0.1042823816
1018	0.1042813716
1019	0.1042156841
1020	0.1042108476
1021	0.1041386632
1022	0.1040750185
1023	0.1040721998
1024	0.1040709795
1025	0.1040698277
1026	0.1040686163
1027	0.1040158351
1028	0.1039264319
1029	0.1038605015
1030	0.103801046
1031	0.103799808
1032	0.1037928938
1033	0.1037574911
1034	0.1037305365
1035	0.1036760748
1036	0.103674956
1037	0.1036592331
1038	0.1036394423
1039	0.1036383653
1040	0.103566512
1041	0.1035408698
1042	0.103491039
1043	0.1034739387
1044	0.1034348791
1045	0.1033952818
1046	0.1033520617
1047	0.1033322889
1048	0.1033296829
1049	0.1032973201
1050	0.1032553347
1051	0.1032509836
1052	0.1031935324
1053	0.1031864862
1054	0.1031852391
1055	0.1031840975
1056	0.1031517787
1057	0.1031404824
1058	0.1031177383
1059	0.1031166435
1060	0.103076377
1061	0.1030717882
1062	0.1030020176
1063	0.1029949442
1064	0.1029870077
1065	0.1028817639
1066	0.1028807341
1067	0.1028272785
1068	0.1028261986
1069	0.102747503
1070	0.102717533
1071	0.1027140863
1072	0.1027128877
1073	0.1026334339
1074	0.1026260072
1075	0.1025918446
1076	0.1025703221
1077	0.1025634724
1078	0.102557562
1079	0.1025224668
1080	0.1025049462
1081	0.1025021082
1082	0.1024868086
1083	0.1024739089
1084	0.1023761285
1085	0.1023719128
1086	0.1023256258
1087	0.1023179482
1088	0.1022989009
1089	0.1022951323
1090	0.1022429465
1091	0.102181434
1092	0.1021289593
1093	0.1021257702
1094	0.1021115382
1095	0.1021090292
1096	0.1021077932
1097	0.1020542785
1098	0.1020369319
1099	0.1020044077
1100	0.101954499
1101	0.1019498356
1102	0.1019324298
1103	0.1018820573
1104	0.1018429897
1105	0.1018419011
1106	0.1017721
1107	0.1017709641
1108	0.1017667441
1109	0.101763893
1110	0.101722779
1111	0.1017159087
1112	0.1017033092
1113	0.1017020522
1114	0.1016520194
1115	0.1016451669
1116	0.1015637333
1117	0.1015543276
1118	0.1015493884
1119	0.1014662424
1120	0.1014081997
1121	0.1014071226
1122	0.101404902
1123	0.1013629653
1124	0.1012669205
1125	0.1012659199
1126	0.1012587873
1127	0.1012573395
1128	0.1012418544
1129	0.1012368556
1130	0.1012239602
1131	0.101222873
1132	0.1011951665
1133	0.1011941905
1134	0.1011606894
1135	0.1011235943
1136	0.1011130037
1137	0.101109236
1138	0.1010974167
1139	0.101096381
1140	0.1010516832
1141	0.1010084818
1142	0.1009928503
1143	0.1009860598
1144	0.1009806926
1145	0.1009794447
1146	0.1009676952
1147	0.1009183945
1148	0.1009142013
1149	0.1009132198
1150	0.1009059459
1151	0.1008432662
1152	0.1008422409
1153	0.1008257879
1154	0.1008246684
1155	0.1008236543
1156	0.1008210288
1157	0.1008088556
1158	0.1008075118
1159	0.1008016773
1160	0.1007595228
1161	0.1007418301
1162	0.100736172
1163	0.1007201157
1164	0.1007093347
1165	0.1007083452
1166	0.1006607861
1167	0.1006568513
1168	0.1006112139
1169	0.1006044437
1170	0.1005261274
1171	0.1004639593
1172	0.1004470451
1173	0.1004002871
1174	0.1003993637
1175	0.1003830589
1176	0.1003609334
1177	0.1002824407
1178	0.1002781639
1179	0.1002770835
1180	0.1002702992
1181	0.1002663522
1182	0.1002593603
1183	0.1002279993
1184	0.1002224835
1185	0.1002214912
1186	0.1002157914
1187	0.1002119531
1188	0.1002088307
1189	0.1001732998
1190	0.1001695359
1191	0.1001545617
1192	0.1001533928
1193	0.100134482
1194	0.1001333302
1195	0.1001036417
1196	0.1000519686
1197	0.1000450633
1198	0.1000306262
1199	0.09999186545
1200	0.09998597138
1201	0.09998475058
1202	0.09994341053
1203	0.09994232151
1204	0.09993516258
1205	0.09993366085
1206	0.09988423201
1207	0.09988132297
1208	0.09980592916
1209	0.09980399803
1210	0.09975408967
1211	0.0996771747
1212	0.09967039354
1213	0.09966502766
1214	0.0996590199
1215	0.09961589291
1216	0.0996139952
1217	0.09955636463
1218	0.09955541821
1219	0.09954885758
1220	0.09946762897
1221	0.09944859176
1222	0.09944207826
1223	0.09942237355
1224	0.09941875205
1225	0.09941549172
1226	0.09941224607
1227	0.099405578
1228	0.09940290832
1229	0.099394043
1230	0.09935617679
1231	0.09935168093
1232	0.09934516064
1233	0.09934171775
1234	0.09933326495
1235	0.09932689924
1236	0.0993249526
1237	0.09931902087
1238	0.09931327388
1239	0.09931125629
1240	0.09930494871
1241	0.09928301108
1242	0.09927719864
1243	0.09927092858
1244	0.0992471969
1245	0.09924533061
1246	0.09924419666
1247	0.09924303144
1248	0.09923940578
1249	0.09923741952
1250	0.09920857057
1251	0.09918195017
1252	0.09915264973
1253	0.09912007267
1254	0.09911677553
1255	0.09911238952
1256	0.09910922465
1257	0.09909433128
1258	0.09909220293
1259	0.09908887427
1260	0.0990828596
1261	0.09908192041
1262	0.09904012681
1263	0.09900235208
1264	0.09891369414
1265	0.09891276848
1266	0.09881752474
1267	0.09881131362
1268	0.09880346262
1269	0.09879483515
1270	0.09878892627
1271	0.0987871702
1272	0.09878115147
1273	0.09872462548
1274	0.09872274759
1275	0.09871862916
1276	0.09870221774
1277	0.09867612491
1278	0.09867499719
1279	0.09867352237
1280	0.09867176987
1281	0.09867071635
1282	0.09866465127
1283	0.09864853379
1284	0.09864230974
1285	0.09863764346
1286	0.09862819358
1287	0.09862131632
1288	0.09860267875
1289	0.09860079155
1290	0.09859891015
1291	0.09857233292
1292	0.09851261691
1293	0.09851156993
1294	0.09845094255
1295	0.09845008479
1296	0.09844923755
1297	0.09843265635
1298	0.09840431502
1299	0.09840341767
1300	0.09840262247
1301	0.09839881802
1302	0.09838716083
1303	0.09838163305
1304	0.09834582474
1305	0.0983359141
1306	0.09832366164
1307	0.09831977685
1308	0.09831919316
1309	0.09830715293
1310	0.09830608372
1311	0.09830527555
1312	0.0983045369
1313	0.09830089968
1314	0.09827654975
1315	0.09827319846
1316	0.09826343995
1317	0.09826228857
1318	0.09822450284
1319	0.09822313419
1320	0.09821637873
1321	0.09820517892
1322	0.09820086748
1323	0.09819986286
1324	0.09819353653
1325	0.09819220919
1326	0.09816452447
1327	0.09815504871
1328	0.09814918666
1329	0.09814836183
1330	0.09814735748
1331	0.09813869779
1332	0.09813356712
1333	0.09813144353
1334	0.09813071782
1335	0.09812366049
1336	0.09808459515
1337	0.09805925275
1338	0.09805408186
1339	0.09803864503
1340	0.09803638931
1341	0.09803407999
1342	0.09796321393
1343	0.09795253943
1344	0.09794953807
1345	0.09791951786
1346	0.09791766104
1347	0.09791442811
1348	0.09791261119
1349	0.09791081385
1350	0.0979100106
1351	0.09790646677
1352	0.09790286003
1353	0.09789703484
1354	0.09789353168
1355	0.09789269882
1356	0.09788643636
1357	0.09787099663
1358	0.09782683654
1359	0.09782584766
1360	0.09782288766
1361	0.09781439761
1362	0.09781102189
1363	0.0978072393
1364	0.09779646792
1365	0.09779374029
1366	0.09778202226
1367	0.09774391015
1368	0.09773520164
1369	0.0977300038
1370	0.09772516148
1371	0.09772013476
1372	0.09771515227
1373	0.09771014461
1374	0.09770582496
1375	0.09770250192
1376	0.09769958918
1377	0.09765707606
1378	0.09765625857
1379	0.09765348416
1380	0.09761081582
1381	0.09760991684
1382	0.09760678221
1383	0.09760607344
1384	0.09760280763
1385	0.09760176956
1386	0.09750873893
1387	0.09750735004
1388	0.09750236759
1389	0.09750118772
1390	0.09749299008
1391	0.09749020152
1392	0.09748325402
1393	0.09747351633
1394	0.09738440369
1395	0.09738141426
1396	0.09737794849
1397	0.09737456391
1398	0.09737135409
1399	0.0973705066
1400	0.09736284137
1401	0.09735929467
1402	0.09735858203
1403	0.09734965301
1404	0.09734887208
1405	0.09734253292
1406	0.09733664475
1407	0.09733597084
1408	0.09732949357
1409	0.09732674302
1410	0.0973250884
1411	0.09732166437
1412	0.09731689568
1413	0.09728549247
1414	0.09728227452
1415	0.09725501718
1416	0.09725104056
1417	0.09724837623
1418	0.09724609588
1419	0.09724208462
1420	0.09724131691
1421	0.09722753802
1422	0.09722684995
1423	0.09719703944
1424	0.09719417521
1425	0.09718146231
1426	0.09717563389
1427	0.0971728514
1428	0.09712863512
1429	0.09712468093
1430	0.09712400163
1431	0.09709509727
1432	0.09708134852
1433	0.09708059643
1434	0.09704655258
1435	0.09704337214
1436	0.09700173894
1437	0.09699994582
1438	0.09699668778
1439	0.09699337134
1440	0.09698252529
1441	0.09698182704
1442	0.09697914042
1443	0.09697711227
1444	0.09697636232
1445	0.09697013638
1446	0.09696623596
1447	0.09696056423
1448	0.09695950856
1449	0.09695129704
1450	0.09688298558
1451	0.09687980119
1452	0.096875998
1453	0.09687337446
1454	0.09686843227
1455	0.09686761853
1456	0.09686447131
1457	0.09686132075
1458	0.0968606458
1459	0.09685963228
1460	0.09685901028
1461	0.09685687271
1462	0.09684180651
1463	0.09683616591
1464	0.0968356538
1465	0.09682684466
1466	0.09680889243
1467	0.0968064189
1468	0.09680391037
1469	0.0968008277
1470	0.09679075848
1471	0.09679015371
1472	0.0967895364
1473	0.09678891129
1474	0.09678403535
1475	0.09677270465
1476	0.09677059011
1477	0.09676996886
1478	0.09676687569
1479	0.09676138233
1480	0.09676076063
1481	0.0967340098
1482	0.09672403904
1483	0.09672210001
1484	0.09672127417
1485	0.09672063987
1486	0.09671965053
1487	0.09668013232
1488	0.09666899316
1489	0.09666687377
1490	0.09666265618
1491	0.0966559408
1492	0.09665532545
1493	0.09665226443
1494	0.09664620629
1495	0.09663351978
1496	0.09662303447
1497	0.09662009708
1498	0.09661918804
1499	0.09661114496
1500	0.09660052097
1501	0.09659805301
1502	0.09659436495
1503	0.09658780882
1504	0.09658220175
1505	0.09657414085
1506	0.09656878091
1507	0.096561794
1508	0.096552512
1509	0.09655044452
1510	0.09654224415
1511	0.09653817574
